WD23CD,WD23NM,WD23NMW,ObjectId
E05013814,Figge's Marsh,,4910
E05013664,Kentish Town South,,4911
E05013764,Stonecot,,4912
E05013865,Battle,,4913
E05013615,Hanworth Park,,4914
E05013515,Wembley Hill,,4915
E05013815,Graveney,,4916
E05013665,Kilburn,,4917
E05013765,Sutton Central,,4918
E05013866,Caversham,,4919
E05013616,Hanworth Village,,4920
E05013516,Wembley Park,,4921
E05013816,Hillside,,4922
E05013666,King's Cross,,4923
E05013766,Sutton North,,4924
E05013867,Caversham Heights,,4925
E05013617,Heston Central,,4926
E05013517,Willesden Green,,4927
E05013817,Lavender Fields,,4928
E05013667,Primrose Hill,,4929
E05013767,Sutton South,,4930
E05013868,Church,,4931
E05013618,Heston East,,4932
E05013518,Central Greenford,,4933
E05013818,Longthornton,,4934
E05013668,Regent's Park,,4935
E05013768,Sutton West & East Cheam,,4936
E05013869,Coley,,4937
E05013619,Heston West,,4938
E05013519,Dormers Wells,,4939
E05013819,Lower Morden,,4940
E05013669,St Pancras & Somers Town,,4941
E05013769,The Wrythe,,4942
E05013870,Emmer Green,,4943
E05013620,Hounslow Central,,4944
E05013520,Ealing Broadway,,4945
E05013820,Merton Park,,4946
E05013670,South Hampstead,,4947
E05013770,Wallington North,,4948
E05013871,Katesgrove,,4949
E05013621,Hounslow East,,4950
E05013521,Ealing Common,,4951
E05013821,Pollards Hill,,4952
E05013671,West Hampstead,,4953
E05013771,Wallington South,,4954
E05013872,Kentwood,,4955
E05013622,Hounslow Heath,,4956
E05013522,East Acton,,4957
E05013822,Ravensbury,,4958
E05013672,Arnos Grove,,4959
E05013772,Worcester Park North,,4960
E05013873,Norcot,,4961
E05013623,Hounslow South,,4962
E05013523,Greenford Broadway,,4963
E05013823,Raynes Park,,4964
E05013673,Bowes,,4965
E05013773,Worcester Park South,,4966
E05013874,Park,,4967
E05013624,Hounslow West,,4968
E05013524,Hanger Hill,,4969
E05013824,St Helier,,4970
E05013674,Brimsdown,,4971
E05013774,Barnes,,4972
E05013875,Redlands,,4973
E05013625,Isleworth,,4974
E05013525,Hanwell Broadway,,4975
E05013825,Village,,4976
E05013675,Bullsmoor,,4977
E05013775,East Sheen,,4978
E05013876,Southcote,,4979
E05013626,Osterley & Spring Grove,,4980
E05013526,Lady Margaret,,4981
E05013826,Wandle,,4982
E05013676,Bush Hill Park,,4983
E05013776,Fulwell & Hampton Hill,,4984
E05013877,Thames,,4985
E05013627,Syon & Brentford Lock,,4986
E05013527,North Acton,,4987
E05013827,West Barnes,,4988
E05013677,Carterhatch,,4989
E05013777,"Ham, Petersham & Richmond Riverside",,4990
E05013878,Tilehurst,,4991
E05013628,Barnet Vale,,4992
E05013528,North Greenford,,4993
E05013828,Wimbledon Park,,4994
E05013829,Wimbledon Town & Dundonald,,4995
E05013830,Garforth & Swillington,,4996
E05013831,Temple Newsam,,4997
E05013832,Bowerhill,,4998
E05013833,Melksham East,,4999
E05013834,Pewsey,,5000
E05013835,Pewsey Vale West,,5001
E05013836,St Austell Poltair & Mount Charles,,5002
E05013837,Altarnun & Stoke Climsland,,5003
E05013838,"Crowan, Sithney & Wendron",,5004
E05013839,Falmouth Boslowick,,5005
E05013840,Falmouth Trescobeas & Budock,,5006
E05013841,Helston North,,5007
E05013842,Illogan & Portreath,,5008
E05013843,"Lanner, Stithians & Gwennap",,5009
E05013844,Launceston North & North Petherwin,,5010
E05013845,"Long Rock, Marazion & St Erth",,5011
E05013846,Mevagissey & St Austell Bay,,5012
E05013847,Newquay Trenance,,5013
E05013848,Penryn,,5014
E05013849,Perranporth,,5015
E05013850,Probus & St Erme,,5016
E05013851,"Redruth Central, Carharrack & St Day",,5017
E05013852,St Agnes,,5018
E05013853,St Austell Bethel & Holmbush,,5019
E05013854,St Austell Central & Gover,,5020
E05013855,St Columb Minor & Colan,,5021
E05013856,St Dennis & St Enoder,,5022
E05013857,"St Ives East, Lelant & Carbis Bay",,5023
E05013858,St Ives West & Towednack,,5024
E05013859,St Mewan & Grampound,,5025
E05013860,"St Newlyn East, Cubert & Goonhavern",,5026
E05013861,Threemilestone & Chacewater,,5027
E05013862,Bothal,,5028
E05013879,Whitley,,5029
E05013629,Brunswick Park,,5030
E05013529,North Hanwell,,5031
E05013778,Hampton,,5032
E05013678,Cockfosters,,5033
E05013679,Edmonton Green,,5034
E05013680,Enfield Lock,,5035
E05013681,Grange Park,,5036
E05013530,Northfield,,5037
E05013682,Haselbury,,5038
E05013779,Hampton North,,5039
E05013531,Northolt Mandeville,,5040
E05013683,Highfield,,5041
E05013630,Burnt Oak,,5042
E05013780,Hampton Wick & South Teddington,,5043
E05013532,Northolt West End,,5044
E05013880,Longstanton,,5045
E05013684,Jubilee,,5046
E05013631,Childs Hill,,5047
E05013781,Heathfield,,5048
E05013533,Norwood Green,,5049
E05013881,Over & Willingham,,5050
E05013685,Lower Edmonton,,5051
E05013632,Colindale North,,5052
E05013782,Kew,,5053
E05013534,Perivale,,5054
E05013882,Cann Hall,,5055
E05013686,New Southgate,,5056
E05013633,Colindale South,,5057
E05013783,Mortlake & Barnes Common,,5058
E05013535,Pitshanger,,5059
E05013883,Cathall,,5060
E05013687,Oakwood,,5061
E05013634,Cricklewood,,5062
E05013536,South Acton,,5063
E05013784,North Richmond,,5064
E05013884,Chapel End,,5065
E05013688,Palmers Green,,5066
E05013635,East Barnet,,5067
E05013537,Southall Broadway,,5068
E05013785,St Margarets & North Twickenham,,5069
E05013885,Chingford Green,,5070
E05013689,Ponders End,,5071
E05013636,East Finchley,,5072
E05013538,Southall Green,,5073
E05013786,South Richmond,,5074
E05013886,Endlebury,,5075
E05013690,Ridgeway,,5076
E05013637,Edgware,,5077
E05013539,Southall West,,5078
E05013787,South Twickenham,,5079
E05013887,Forest,,5080
E05013691,Southbury,,5081
E05013638,Edgwarebury,,5082
E05013540,Southfield,,5083
E05013788,Teddington,,5084
E05013888,Grove Green,,5085
E05013692,Southgate,,5086
E05013639,Finchley Church End,,5087
E05013541,Walpole,,5088
E05013789,Twickenham Riverside,,5089
E05013889,Hale End & Highams Park South,,5090
E05013693,Town,,5091
E05013694,Upper Edmonton,,5092
E05013695,Whitewebbs,,5093
E05013696,Winchmore Hill,,5094
E05013697,Arsenal,,5095
E05013698,Barnsbury,,5096
E05013699,Bunhill,,5097
E05013700,Caledonian,,5098
E05013701,Canonbury,,5099
E05013702,Clerkenwell,,5100
E05013703,Finsbury Park,,5101
E05013704,Highbury,,5102
E05013705,Hillrise,,5103
E05013706,Holloway,,5104
E05013707,Junction,,5105
E05013708,Laycock,,5106
E05013709,Mildmay,,5107
E05013710,St Mary's & St James',,5108
E05013711,St Peter's & Canalside,,5109
E05013712,Tollington,,5110
E05013790,West Twickenham,,5111
E05013791,Whitton,,5112
E05013792,Abbey Road,,5113
E05013890,Hatch Lane & Highams Park North,,5114
E05013793,Bayswater,,5115
E05013891,High Street,,5116
E05013794,Church Street,,5117
E05013892,Higham Hill,,5118
E05013795,Harrow Road,,5119
E05013893,Hoe Street,,5120
E05013796,Hyde Park,,5121
E05013894,Larkswood,,5122
E05013797,Knightsbridge & Belgravia,,5123
E05013895,Lea Bridge,,5124
E05013798,Lancaster Gate,,5125
E05013896,Leyton,,5126
E05013799,Little Venice,,5127
E05013897,Leytonstone,,5128
E05013800,Maida Vale,,5129
E05013898,Markhouse,,5130
E05013801,Marylebone,,5131
E05013899,St James,,5132
E05013802,Pimlico North,,5133
E05013900,Upper Walthamstow,,5134
E05013803,Pimlico South,,5135
E05013901,Valley,,5136
E05013804,Queen's Park,,5137
E05013902,William Morris,,5138
E05013805,Regent's Park,,5139
E05013903,Wood Street,,5140
E05013806,St James's,,5141
E05013904,Beckton,,5142
E05013807,Vincent Square,,5143
E05013905,Boleyn,,5144
E05013808,West End,,5145
E05013906,Canning Town North,,5146
E05013809,Westbourne,,5147
E05013907,Canning Town South,,5148
E05013810,Abbey,,5149
E05013908,Custom House,,5150
E05013811,Cannon Hill,,5151
E05013909,East Ham,,5152
E05013812,Colliers Wood,,5153
E05013910,East Ham South,,5154
E05013911,Forest Gate North,,5155
E05013912,Forest Gate South,,5156
E05013542,Belmont,,5157
E05013543,Canons,,5158
E05013544,Centenary,,5159
E05013545,Edgware,,5160
E05013546,Greenhill,,5161
E05013547,Harrow on the Hill,,5162
E05013548,Harrow Weald,,5163
E05013549,Hatch End,,5164
E05013550,Headstone,,5165
E05013551,Kenton East,,5166
E05013552,Kenton West,,5167
E05013553,Marlborough,,5168
E05013554,North Harrow,,5169
E05013555,Pinner,,5170
E05013556,Pinner South,,5171
E05013557,Rayners Lane,,5172
E05013558,Roxbourne,,5173
E05013559,Roxeth,,5174
E05013560,Stanmore,,5175
E05013561,Wealdstone North,,5176
E05013562,Wealdstone South,,5177
E05013640,Friern Barnet,,5178
E05013641,Garden Suburb,,5179
E05013642,Golders Green,,5180
E05013643,Hendon,,5181
E05013644,High Barnet,,5182
E05013645,Mill Hill,,5183
E05013646,Totteridge & Woodside,,5184
E05013647,Underhill,,5185
E05013648,West Finchley,,5186
E05013649,West Hendon,,5187
E05013650,Whetstone,,5188
E05013651,Woodhouse,,5189
E05013652,Belsize,,5190
E05013653,Bloomsbury,,5191
E05013654,Camden Square,,5192
E05013655,Camden Town,,5193
E05013656,Fortune Green,,5194
E05013657,Frognal,,5195
E05013658,Gospel Oak,,5196
E05013659,Hampstead Town,,5197
E05013660,Haverstock,,5198
E05013661,Highgate,,5199
E05013662,Holborn & Covent Garden,,5200
E05014163,Ramsbottom,,5201
E05014164,Redvales,,5202
E05014165,Sedgley,,5203
E05014166,St. Mary's,,5204
E05014167,Tottington,,5205
E05014168,Unsworth,,5206
E05014169,Duxford,,5207
E05014170,Sawston,,5208
E05014171,Aspatria,,5209
E05014172,Belah,,5210
E05014173,Belle Vue,,5211
E05014174,Botcherby,,5212
E05014175,Bothel and Wharrels,,5213
E05014176,Brampton,,5214
E05014177,Bransty,,5215
E05014178,Castle,,5216
E05014179,Cleator Moor East and Frizington,,5217
E05014180,Cleator Moor West,,5218
E05014181,Cockermouth North,,5219
E05014182,Cockermouth South,,5220
E05014183,Corby and Hayton,,5221
E05014184,Currock,,5222
E05014185,Dalston and Burgh,,5223
E05014186,Dearham and Broughton,,5224
E05014187,Denton Holme,,5225
E05014188,Egremont,,5226
E05014189,Egremont North and St Bees,,5227
E05014190,Gosforth,,5228
E05014191,Harraby North,,5229
E05014192,Harraby South,,5230
E05014193,Harrington,,5231
E05014194,Hillcrest and Hensingham,,5232
E05014195,Houghton and Irthington,,5233
E05014196,Howgate,,5234
E05014197,Kells and Sandwith,,5235
E05014198,Keswick,,5236
E05014199,Longtown,,5237
E05014200,Maryport North,,5238
E05014201,Maryport South,,5239
E05014202,Millom,,5240
E05014203,Millom Without,,5241
E05014204,Mirehouse,,5242
E05014205,Morton,,5243
E05014206,Moss Bay and Moorclose,,5244
E05014207,St John's and Great Clifton,,5245
E05014208,St Michael's,,5246
E05014209,Seaton,,5247
E05014210,Solway Coast,,5248
E05014211,Stanwix Urban,,5249
E05014212,Thursby,,5250
E05014113,Streatham Hill East,,5251
E05014114,Streatham Hill West & Thornton,,5252
E05014115,Streatham St Leonard's,,5253
E05014116,Streatham Wells,,5254
E05014117,Vauxhall,,5255
E05014118,Waterloo & South Bank,,5256
E05014119,West Dulwich,,5257
E05014120,Billinge & Seneley Green,,5258
E05014121,Blackbrook,,5259
E05014122,Bold & Lea Green,,5260
E05014123,Eccleston,,5261
E05014124,Haydock,,5262
E05014125,Moss Bank,,5263
E05014126,Newton-le-Willows East,,5264
E05014127,Newton-le-Willows West,,5265
E05014128,Parr,,5266
E05014129,Peasley Cross & Fingerpost,,5267
E05014130,Rainford,,5268
E05014131,Rainhill,,5269
E05014132,St Helens Town Centre,,5270
E05014133,Sutton North West,,5271
E05014134,Sutton South East,,5272
E05014135,Thatto Heath,,5273
E05014136,West Park,,5274
E05014137,Windle,,5275
E05014138,Alverstoke,,5276
E05014139,Anglesey,,5277
E05014140,Bridgemary,,5278
E05014141,Brockhurst & Privett,,5279
E05014142,Elson,,5280
E05014143,Forton,,5281
E05014144,Grange & Alver Valley,,5282
E05014145,Harbourside & Town,,5283
E05014146,Hardway,,5284
E05014147,Lee East,,5285
E05014148,Lee West,,5286
E05014149,Leesland & Newtown,,5287
E05014150,Peel Common,,5288
E05014151,Rowner & Holbrook,,5289
E05014152,Besses,,5290
E05014153,Bury East,,5291
E05014154,Bury West,,5292
E05014155,Elton,,5293
E05014156,Holyrood,,5294
E05014157,Moorside,,5295
E05014158,North Manor,,5296
E05014159,Pilkington Park,,5297
E05014160,Radcliffe East,,5298
E05014161,Radcliffe North & Ainsworth,,5299
E05014162,Radcliffe West,,5300
E05014213,Upperby,,5301
E05014263,Catterick Village & Brompton-on-Swale,,5302
E05013963,Sopwell,,5303
E05014063,Heath,,5304
E05014013,Furzedown,,5305
E05013913,Green Street East,,5306
E05013914,Green Street West,,5307
E05013915,Little Ilford,,5308
E05013916,Manor Park,,5309
E05013917,Maryland,,5310
E05013918,Plaistow North,,5311
E05013919,Plaistow South,,5312
E05013920,Plaistow West & Canning Town East,,5313
E05013921,Plashet,,5314
E05013922,Royal Albert,,5315
E05013923,Royal Victoria,,5316
E05013924,Stratford,,5317
E05013925,Stratford Olympic Park,,5318
E05013926,Wall End,,5319
E05013927,West Ham,,5320
E05013928,Alexandra,,5321
E05013929,Berrylands,,5322
E05013930,Canbury Gardens,,5323
E05013931,Chessington South & Malden Rushett,,5324
E05013932,Coombe Hill,,5325
E05013933,Coombe Vale,,5326
E05013934,Green Lane & St James,,5327
E05013935,Hook & Chessington North,,5328
E05013936,King George's & Sunray,,5329
E05014064,Longbridge,,5330
E05013937,Kingston Gate,,5331
E05014065,Mayesbrook,,5332
E05013964,St Peters,,5333
E05013938,Kingston Town,,5334
E05014264,Cawood & Escrick,,5335
E05014066,Northbury,,5336
E05014014,Lavender,,5337
E05013965,St Stephen,,5338
E05013939,Motspur Park & Old Malden East,,5339
E05014265,Cayton,,5340
E05014067,Parsloes,,5341
E05014015,Nine Elms,,5342
E05013966,Verulam,,5343
E05013940,New Malden Village,,5344
E05014266,Cliffe & North Duffield,,5345
E05014068,Thames View,,5346
E05014016,Northcote,,5347
E05013967,Beam Park,,5348
E05013941,Norbiton,,5349
E05014267,Coppice Valley & Duchy,,5350
E05014069,Valence,,5351
E05014017,Roehampton,,5352
E05013968,Cranham,,5353
E05013942,Old Malden,,5354
E05014268,Danby & Mulgrave,,5355
E05014214,Wetheral,,5356
E05014070,Village,,5357
E05014018,St Mary's,,5358
E05013969,Elm Park,,5359
E05013943,St Mark's & Seething Wells,,5360
E05014269,Derwent Valley & Moor,,5361
E05014215,Wigton,,5362
E05014071,Whalebone,,5363
E05014019,Shaftesbury & Queenstown,,5364
E05013970,Emerson Park,,5365
E05013944,Surbiton Hill,,5366
E05014270,Easingwold,,5367
E05014216,Yewdale,,5368
E05014072,Abbey Wood,,5369
E05014020,South Balham,,5370
E05013971,Gooshays,,5371
E05013945,Tolworth,,5372
E05014271,Eastfield,,5373
E05014217,Alston and Fellside,,5374
E05014073,Blackheath Westcombe,,5375
E05014021,Southfields,,5376
E05013972,Hacton,,5377
E05013946,Tudor,,5378
E05014272,Esk Valley & Coast,,5379
E05014218,Appleby and Brough,,5380
E05014074,Charlton Hornfair,,5381
E05014022,Thamesfield,,5382
E05013973,Harold Wood,,5383
E05013947,Batchwood,,5384
E05014273,Fairfax & Starbeck,,5385
E05014219,Bowness and Lyth,,5386
E05014075,Charlton Village & Riverside,,5387
E05014023,Tooting Bec,,5388
E05013974,Havering-atte-Bower,,5389
E05013948,Bernards Heath,,5390
E05014274,Falsgrave & Stepney,,5391
E05014220,Burton and Holme,,5392
E05014076,East Greenwich,,5393
E05014024,Tooting Broadway,,5394
E05013975,Heaton,,5395
E05013949,Clarence,,5396
E05014275,Filey,,5397
E05014221,Coniston and Hawkshead,,5398
E05014077,Eltham Page,,5399
E05014025,Trinity,,5400
E05013976,Hylands & Harrow Lodge,,5401
E05013950,Colney Heath,,5402
E05014276,Great Ayton,,5403
E05014222,Dalton North,,5404
E05014078,Eltham Park & Progress,,5405
E05014026,Wandle,,5406
E05013977,Marshalls & Rise Park,,5407
E05013951,Cunningham,,5408
E05014277,"Glusburn, Cross Hills & Sutton-in-Craven",,5409
E05014223,Dalton South,,5410
E05014224,Eamont and Shap,,5411
E05014225,Eden and Lyvennet Vale,,5412
E05014226,Grange and Cartmel,,5413
E05014227,Greystoke and Ullswater,,5414
E05014228,Hawcoat and Newbarns,,5415
E05014229,Hesket and Lazonby,,5416
E05014230,High Furness,,5417
E05014231,Kendal Castle,,5418
E05014232,Kendal Highgate,,5419
E05014233,Kendal Nether,,5420
E05014234,Kendal South,,5421
E05014235,Kendal Strickland and Fell,,5422
E05014236,Kent Estuary,,5423
E05014237,Kirkby Stephen and Tebay,,5424
E05014238,Levens and Crooklands,,5425
E05014239,Low Furness,,5426
E05014240,Old Barrow and Hindpool,,5427
E05014241,Ormsgill and Parkside,,5428
E05014242,Penrith North,,5429
E05014243,Penrith South,,5430
E05014244,Risedale and Roosecote,,5431
E05014245,Sedbergh and Kirkby Lonsdale,,5432
E05014246,Ulverston,,5433
E05014247,Upper Kent,,5434
E05014248,Walney Island,,5435
E05014249,Windermere and Ambleside,,5436
E05014250,Aire Valley,,5437
E05014251,Aiskew & Leeming,,5438
E05014252,Amotherby & Ampleforth,,5439
E05014253,Appleton Roebuck & Church Fenton,,5440
E05014254,Barlby & Riccall,,5441
E05014255,Bedale,,5442
E05014256,Bentham & Ingleton,,5443
E05014257,Bilton Grange & New Park,,5444
E05014258,Bilton & Nidd Gorge,,5445
E05014259,Boroughbridge & Claro,,5446
E05014260,Brayton & Barlow,,5447
E05014261,Camblesforth & Carlton,,5448
E05014262,Castle,,5449
E05014278,Harlow & St. Georges,,5450
E05014279,High Harrogate & Kingsley,,5451
E05014280,Hipswell & Colburn,,5452
E05014281,Helmsley & Sinnington,,5453
E05014282,Hillside & Raskelf,,5454
E05014283,Huby & Tollerton,,5455
E05014284,Hunmanby & Sherburn,,5456
E05014285,Hutton Rudby & Osmotherley,,5457
E05014286,"Killinghall, Hampsthwaite & Saltergate",,5458
E05014287,Kirkbymoorside & Dales,,5459
E05014288,Knaresborough East,,5460
E05014289,Knaresborough West,,5461
E05014290,Leyburn & Middleham,,5462
E05014291,Malton,,5463
E05014292,Masham & Fountains,,5464
E05014293,Monk Fryston & South Milford,,5465
E05014294,Mid Craven,,5466
E05014295,Morton-on-Swale & Appleton Wiske,,5467
E05014296,Newby,,5468
E05014297,North Richmondshire,,5469
E05014298,Northallerton North & Brompton,,5470
E05014299,Northallerton South,,5471
E05014300,Norton,,5472
E05014301,Northstead,,5473
E05014302,Oatlands & Pannal,,5474
E05014303,Osgoldcross,,5475
E05014304,Ouseburn,,5476
E05014305,Pateley Bridge & Nidderdale,,5477
E05014306,Pickering,,5478
E05014307,Richmond,,5479
E05014308,Ripon Minster & Moorside,,5480
E05014309,Ripon Ure Bank & Spa,,5481
E05014310,Romanby,,5482
E05014311,Scalby & the Coast,,5483
E05014312,Scotton & Lower Wensleydale,,5484
E05014027,Wandsworth Common,,5485
E05013978,Mawneys,,5486
E05014028,Wandsworth Town,,5487
E05014079,Eltham Town & Avery Hill,,5488
E05013979,Rainham & Wennington,,5489
E05014029,West Hill,,5490
E05014080,Greenwich Creekside,,5491
E05013952,Harpenden East,,5492
E05013980,Rush Green & Crowlands,,5493
E05014030,West Putney,,5494
E05014081,Greenwich Park,,5495
E05013953,Harpenden North & Rural,,5496
E05013981,St Alban's,,5497
E05014031,Cambourne,,5498
E05014082,Greenwich Peninsula,,5499
E05013954,Harpenden South,,5500
E05013982,St Andrew's,,5501
E05014032,Caxton & Papworth,,5502
E05014033,Balderstone & Kirkholt,,5503
E05014034,Bamford,,5504
E05014035,Castleton,,5505
E05014036,Central Rochdale,,5506
E05014037,East Middleton,,5507
E05014038,Healey,,5508
E05014039,Hopwood Hall,,5509
E05014040,Kingsway,,5510
E05014041,Littleborough Lakeside,,5511
E05014042,Milkstone & Deeplish,,5512
E05014043,Milnrow & Newhey,,5513
E05014044,Norden,,5514
E05014045,North Heywood,,5515
E05014046,North Middleton,,5516
E05014047,Smallbridge & Firgrove,,5517
E05014048,South Middleton,,5518
E05014049,Spotland & Falinge,,5519
E05014050,"Wardle, Shore & West Littleborough",,5520
E05014051,West Heywood,,5521
E05014052,West Middleton,,5522
E05014053,Abbey,,5523
E05014054,Alibon,,5524
E05014055,Barking Riverside,,5525
E05014056,Beam,,5526
E05014057,Becontree,,5527
E05014058,Chadwell Heath,,5528
E05014059,Eastbrook & Rush Green,,5529
E05014060,Eastbury,,5530
E05014061,Gascoigne,,5531
E05014062,Goresbrook,,5532
E05013983,St Edward's,,5533
E05013984,South Hornchurch,,5534
E05013985,Squirrels Heath,,5535
E05013986,Upminster,,5536
E05013987,Beckenham Town & Copers Cope,,5537
E05013988,Bickley & Sundridge,,5538
E05013989,Biggin Hill,,5539
E05013990,Bromley Common & Holwood,,5540
E05013991,Bromley Town,,5541
E05013992,Chelsfield,,5542
E05013993,Chislehurst,,5543
E05013994,Clock House,,5544
E05013995,Crystal Palace & Anerley,,5545
E05013996,Darwin,,5546
E05013997,Farnborough & Crofton,,5547
E05013998,Hayes & Coney Hall,,5548
E05013999,Kelsey & Eden Park,,5549
E05014000,Mottingham,,5550
E05014001,Orpington,,5551
E05014002,Penge & Cator,,5552
E05014003,Petts Wood & Knoll,,5553
E05014004,Plaistow,,5554
E05014005,Shortlands & Park Langley,,5555
E05014006,St Mary Cray,,5556
E05014007,St Paul's Cray,,5557
E05014008,West Wickham,,5558
E05014009,Balham,,5559
E05014010,Battersea Park,,5560
E05014011,East Putney,,5561
E05014012,Falconbrook,,5562
E05013955,Harpenden West,,5563
E05013956,Hill End,,5564
E05013957,London Colney,,5565
E05013958,Marshalswick East & Jersey Farm,,5566
E05013959,Marshalswick West,,5567
E05013960,Park Street,,5568
E05013961,Redbourn,,5569
E05013962,Sandridge & Wheathampstead,,5570
E05014083,Kidbrooke Park,,5571
E05014084,Kidbrooke Village & Sutcliffe,,5572
E05014085,Middle Park & Horn Park,,5573
E05014086,"Mottingham, Coldharbour & New Eltham",,5574
E05014087,Plumstead & Glyndon,,5575
E05014088,Plumstead Common,,5576
E05014089,Shooters Hill,,5577
E05014090,Thamesmead Moorings,,5578
E05014091,West Thamesmead,,5579
E05014092,Woolwich Arsenal,,5580
E05014093,Woolwich Common,,5581
E05014094,Woolwich Dockyard,,5582
E05014095,Brixton Acre Lane,,5583
E05014096,Brixton North,,5584
E05014097,Brixton Rush Common,,5585
E05014098,Brixton Windrush,,5586
E05014099,Clapham Common & Abbeville,,5587
E05014100,Clapham East,,5588
E05014101,Clapham Park,,5589
E05014102,Clapham Town,,5590
E05014103,Gipsy Hill,,5591
E05014104,Herne Hill & Loughborough Junction,,5592
E05014105,Kennington,,5593
E05014106,Knight's Hill,,5594
E05014107,Myatt's Fields,,5595
E05014108,Oval,,5596
E05014109,St Martin's,,5597
E05014110,Stockwell East,,5598
E05014111,Stockwell West & Larkhall,,5599
E05014112,Streatham Common & Vale,,5600
E05014413,Houghton Regis West,,5601
E05014414,Leighton-Linslade North,,5602
E05014415,Leighton-Linslade South,,5603
E05014416,Leighton-Linslade West,,5604
E05014417,Meppershall & Shillington,,5605
E05014418,Northill,,5606
E05014419,Potton,,5607
E05014420,Sandy,,5608
E05014421,Shefford,,5609
E05014422,Stotfold,,5610
E05014423,Toddington,,5611
E05014424,"Westoning, Flitton & Greenfield",,5612
E05014425,"Ashby de la Launde, Digby & Scopwick",,5613
E05014426,Bassingham Rural,,5614
E05014427,Billinghay Rural,,5615
E05014428,Bracebridge Heath,,5616
E05014429,Branston,,5617
E05014430,"Cranwell, Leasingham & Wilsford",,5618
E05014431,Heckington Rural,,5619
E05014432,Heighington & Washingborough,,5620
E05014433,Helpringham & Osbournby,,5621
E05014434,Hykeham Central,,5622
E05014435,Hykeham Fosse,,5623
E05014436,Hykeham Memorial,,5624
E05014437,Kirkby la Thorpe & South Kyme,,5625
E05014438,Metheringham Rural,,5626
E05014439,Navenby & Brant Broughton,,5627
E05014440,Ruskington,,5628
E05014441,Skellingthorpe & Eagle,,5629
E05014442,Sleaford Castle,,5630
E05014443,Sleaford Holdingham,,5631
E05014444,Sleaford Navigation,,5632
E05014445,Sleaford Quarrington & Mareham,,5633
E05014446,Sleaford Westholme,,5634
E05014447,Waddington Rural,,5635
E05014448,Witham St Hughs & Swinderby,,5636
E05014449,All Saints,,5637
E05014450,Chatham Central & Brompton,,5638
E05014451,"Cuxton, Halling & Riverside",,5639
E05014452,Fort Horsted,,5640
E05014453,Fort Pitt,,5641
E05014454,Gillingham North,,5642
E05014455,Gillingham South,,5643
E05014456,Hempstead & Wigmore,,5644
E05014457,Hoo St Werburgh & High Halstow,,5645
E05014458,Lordswood & Walderslade,,5646
E05014459,Luton,,5647
E05014460,Princes Park,,5648
E05014461,Rainham North,,5649
E05014462,Rainham South East,,5650
E05014513,Riverfield,,5651
E05014514,Sharnbrook,,5652
E05014515,Shortstown,,5653
E05014516,Wixams & Wilstead,,5654
E05014517,Wootton & Kempston Rural,,5655
E05014518,Wyboston,,5656
E05014519,Ashton Hurst,,5657
E05014520,Ashton St Michael's,,5658
E05014521,Ashton Waterloo,,5659
E05014522,Audenshaw,,5660
E05014523,Denton North East,,5661
E05014524,Denton South,,5662
E05014525,Denton West,,5663
E05014526,Droylsden East,,5664
E05014527,Droylsden West,,5665
E05014528,Dukinfield,,5666
E05014529,Dukinfield Stalybridge,,5667
E05014530,Hyde Godley,,5668
E05014531,Hyde Newton,,5669
E05014532,Hyde Werneth,,5670
E05014533,Longdendale,,5671
E05014534,Mossley,,5672
E05014535,St Peter's,,5673
E05014536,Stalybridge North,,5674
E05014537,Stalybridge South,,5675
E05014538,Ansdell & Fairhaven,,5676
E05014539,Ashton,,5677
E05014540,Carnegie,,5678
E05014541,Freckleton Village,,5679
E05014542,Heyhouses,,5680
E05014543,Kilgrimol,,5681
E05014544,Kilnhouse,,5682
E05014545,Kirkham,,5683
E05014546,Lytham East,,5684
E05014547,Lytham West,,5685
E05014548,Medlar-with-Wesham,,5686
E05014549,Park,,5687
E05014550,Rural East Fylde,,5688
E05014551,Rural North Fylde,,5689
E05014552,Staining,,5690
E05014553,Warton,,5691
E05014554,Wrea Green with Westby,,5692
E05014555,Abbey Hulton,,5693
E05014556,"Baddeley, Milton & Norton",,5694
E05014557,Basford & Hartshill,,5695
E05014558,"Bentilee, Ubberley & Townsend",,5696
E05014559,Birches Head & Northwood,,5697
E05014560,Blurton,,5698
E05014561,Boothen,,5699
E05014562,Bradeley & Chell Heath,,5700
E05014663,St Mary's,,5701
E05014313,Seamer,,5702
E05014463,Rainham South West,,5703
E05014464,Rochester East & Warren Wood,,5704
E05014465,Rochester West & Borstal,,5705
E05014466,St Mary's Island,,5706
E05014467,Strood North & Frindsbury,,5707
E05014468,Strood Rural,,5708
E05014469,Strood West,,5709
E05014470,Twydall,,5710
E05014471,Watling,,5711
E05014472,Wayfield & Weeds Wood,,5712
E05014473,Anglesey,,5713
E05014474,Bagots & Needwood,,5714
E05014475,Blythe,,5715
E05014476,Branston,,5716
E05014477,Brizlincote,,5717
E05014478,Burton & Eton,,5718
E05014479,Crown,,5719
E05014480,Dove,,5720
E05014481,Heath,,5721
E05014482,Horninglow & Outwoods,,5722
E05014483,Shobnall,,5723
E05014484,Stapenhill,,5724
E05014485,Stramshall & Weaver,,5725
E05014486,Stretton,,5726
E05014487,Town,,5727
E05014488,Winshill,,5728
E05014489,Great Dunmow North,,5729
